circuit_id,true_reliability,scenario,workflow_domain,workflow_criticality,ambiguous_goal,tool_failure,missing_fraction,scenario_injected,probability_high,probability_low,probability_medium,predicted_reliability,model_confidence,reliability_risk,predictive_uncertainty,distribution_shift_risk,verification_risk,resource_complexity_risk,risk_score,dominant_risk_driver,oracle_action,action__Fully Autonomous,action__Always Human,action__Confidence Only,action__Criticality Only,action__Verifier Only,action__HumanGate-Q
circuit_003304,HIGH,clean,logistics_optimization,0.7545446200824693,0,0,0.0,0,0.8217420472488516,0.002712052411466928,0.1755459003396814,HIGH,0.8217420472488516,0.08170770756432355,0.4394492201676074,0.0,0.0,0.2096064814814815,0.22506863458476414,workflow_criticality,EXECUTE,EXECUTE,ASK_HUMAN,EXECUTE,ASK_HUMAN,EXECUTE,EXECUTE
circuit_003315,LOW,distribution_shift,health_research,0.9445887229165739,0,0,0.0,1,1.738106008009227e-05,0.9998968340022085,8.578493771136453e-05,LOW,0.9998968340022085,0.9999354372241787,0.0009984604725101892,0.5803835996895013,0.45,1.0,0.9099176255677134,reliability_risk,ABSTAIN,EXECUTE,ASK_HUMAN,ABSTAIN,ASK_HUMAN,ASK_HUMAN,ABSTAIN
circuit_003334,MEDIUM,clean,logistics_optimization,0.5635760741536143,0,0,0.0,0,0.6189929169002734,0.0072206605565213085,0.3737864225432053,HIGH,0.6189929169002734,0.17542455070096372,0.6374796758862808,0.0,0.0,0.0,0.26083074161293285,predictive_uncertainty,SELF_REPAIR,EXECUTE,ASK_HUMAN,ASK_HUMAN,EXECUTE,EXECUTE,SELF_REPAIR
circuit_003346,MEDIUM,clean,logistics_optimization,0.7370415922079778,0,0,0.0,0,0.013586006858788403,0.03086955130355029,0.9555444418376614,MEDIUM,0.9555444418376614,0.46086455013049793,0.1904390117818897,0.0,0.0,0.096875,0.35644687306330386,reliability_risk,ASK_HUMAN,EXECUTE,ASK_HUMAN,EXECUTE,ASK_HUMAN,EXECUTE,SELF_REPAIR
circuit_003358,MEDIUM,clean,health_research,0.9124872241986519,0,0,0.0,0,0.04178610414737979,0.050283931458686836,0.9079299643939335,MEDIUM,0.9079299643939335,0.4588524154359569,0.3374498129315946,0.06449301496838222,0.0,0.4561309523809524,0.4477055558735681,reliability_risk,ASK_HUMAN,EXECUTE,ASK_HUMAN,EXECUTE,ASK_HUMAN,EXECUTE,ASK_HUMAN
circuit_003359,MEDIUM,metadata_missing,health_research,0.9595814353334946,0,0,0.21428571428571427,1,0.004796984370157681,0.0885618792048222,0.9066411364250202,MEDIUM,0.9066411364250202,0.4965503905960813,0.29960718816133475,0.0,0.6428571428571428,0.0,0.6244574139008141,reliability_risk,ASK_HUMAN,EXECUTE,ASK_HUMAN,EXECUTE,ASK_HUMAN,ASK_HUMAN,ASK_HUMAN
circuit_003366,MEDIUM,distribution_shift,logistics_optimization,0.7155484840974177,0,0,0.0,1,1.856602318166494e-05,0.9998766846036293,0.00010474937318890173,LOW,0.9998766846036293,0.9999238218215644,0.001170100065801932,0.38698902996990003,0.45,1.0,0.7993706014607393,reliability_risk,ASK_HUMAN,EXECUTE,ASK_HUMAN,ABSTAIN,ASK_HUMAN,ASK_HUMAN,ABSTAIN
circuit_003375,LOW,distribution_shift,education_demo,0.26944366456582247,0,0,0.0,1,1.6808073402640244e-05,0.9999024178811885,8.077404540898817e-05,LOW,0.9999024178811885,0.9999387662016226,0.0009498913727872563,0.3863181611583568,0.45,1.0,0.6328609277069543,reliability_risk,ABSTAIN,EXECUTE,ASK_HUMAN,ABSTAIN,EXECUTE,ASK_HUMAN,ABSTAIN
circuit_003383,LOW,ambiguous_goal,financial_optimization,0.8029768567188038,1,0,0.0,1,3.7004839064540673e-05,0.9997353745570281,0.00022762060390737728,LOW,0.9997353745570281,0.9998378038287864,0.00232242796474316,0.4139239329842277,0.6,0.7386904761904761,0.8608190223417564,reliability_risk,ABSTAIN,EXECUTE,ASK_HUMAN,ABSTAIN,ASK_HUMAN,ASK_HUMAN,ABSTAIN
circuit_003384,LOW,clean,logistics_optimization,0.5904874652017833,0,0,0.0,0,1.6544524554311577e-05,0.9999086822260104,7.477324943524722e-05,LOW,0.9999086822260104,0.9999423301882562,0.0008955700093606041,0.39356527078329406,0.0,0.8256944444444444,0.6338821989543566,reliability_risk,ABSTAIN,EXECUTE,ASK_HUMAN,ABSTAIN,EXECUTE,EXECUTE,ABSTAIN
circuit_003391,HIGH,clean,education_demo,0.24697993300693788,0,0,0.0,0,0.7134799727467562,0.0032018774275195784,0.2833181498257242,HIGH,0.7134799727467562,0.13069504484909544,0.5612350083914952,0.0,0.0,0.07360119047619047,0.1834869094590212,predictive_uncertainty,EXECUTE,EXECUTE,ASK_HUMAN,EXECUTE,EXECUTE,EXECUTE,EXECUTE
circuit_003398,LOW,clean,cryptographic_analysis,0.931247103984972,0,0,0.0,0,0.108622818162999,0.04058345605936744,0.8507937257776337,MEDIUM,0.8507937257776337,0.4234406326593026,0.4629935014096537,0.0,0.0,0.016666666666666666,0.41995425550568055,reliability_risk,ABSTAIN,EXECUTE,ASK_HUMAN,EXECUTE,ASK_HUMAN,EXECUTE,ASK_HUMAN
circuit_003399,HIGH,clean,education_demo,0.27908791007490286,0,0,0.0,0,0.9858394743181309,0.0008182617401601122,0.01334226394170901,HIGH,0.9858394743181309,0.006822280513929167,0.07051841224700264,0.004115220517840634,0.0,0.0,0.05153505812082622,workflow_criticality,EXECUTE,EXECUTE,ASK_HUMAN,EXECUTE,EXECUTE,EXECUTE,EXECUTE
circuit_003404,HIGH,distribution_shift,education_demo,0.24449462037046177,0,0,0.0,1,3.070976549858183e-05,0.9981761049911992,0.0017931852433019837,LOW,0.9981761049911992,0.9989830383506851,0.012270944131552254,0.034151633582372054,0.45,0.7885846560846561,0.5666366535566452,reliability_risk,SELF_REPAIR,EXECUTE,ASK_HUMAN,ABSTAIN,EXECUTE,ASK_HUMAN,ABSTAIN
circuit_003444,MEDIUM,clean,materials_discovery,0.7944010049067698,0,0,0.0,0,0.0026891643886362768,0.052947351558355775,0.944363484053008,MEDIUM,0.944363484053008,0.47791091938220936,0.20531236716676865,0.0,0.0,0.3490376984126984,0.39472384137513206,reliability_risk,ASK_HUMAN,EXECUTE,ASK_HUMAN,EXECUTE,ASK_HUMAN,EXECUTE,SELF_REPAIR
circuit_003446,LOW,metadata_missing,materials_discovery,0.7252664112183638,0,0,0.21428571428571427,1,0.008194472584172496,0.6660436967955481,0.3257618306202793,LOW,0.6660436967955481,0.8126365205746737,0.6147934401591416,0.44381080507368187,0.6428571428571428,0.2643154761904762,0.8309957887067708,reliability_risk,ABSTAIN,EXECUTE,ASK_HUMAN,ASK_HUMAN,ASK_HUMAN,ASK_HUMAN,ABSTAIN
circuit_003456,MEDIUM,clean,logistics_optimization,0.6153434404383741,0,0,0.0,0,0.2762338588063292,0.008463552294021038,0.7153025888996497,MEDIUM,0.7153025888996497,0.33034971729886337,0.5783903433288843,0.004792989531229419,0.0,0.0,0.3311566310028558,reliability_risk,SELF_REPAIR,EXECUTE,ASK_HUMAN,EXECUTE,EXECUTE,EXECUTE,SELF_REPAIR
circuit_003461,LOW,tool_failure,materials_discovery,0.6642564477238213,0,1,0.0,1,3.8222670040869774e-05,0.9997116087752678,0.00025016855469127115,LOW,0.9997116087752678,0.9998241846248789,0.0025048832865629087,0.3490459301337716,1.0,0.7404761904761905,0.95,reliability_risk,ABSTAIN,EXECUTE,ASK_HUMAN,ABSTAIN,EXECUTE,ABSTAIN,ABSTAIN
circuit_003468,LOW,clean,materials_discovery,0.7748110879978684,0,0,0.0,0,4.35706551513587e-05,0.9965226386330335,0.003433790711815315,LOW,0.9965226386330335,0.9980678444533504,0.021292721890196997,0.0,0.0,0.32951719576719574,0.6126365073079465,reliability_risk,ABSTAIN,EXECUTE,ASK_HUMAN,ABSTAIN,ASK_HUMAN,EXECUTE,ABSTAIN
circuit_003476,HIGH,tool_failure,cryptographic_analysis,0.9024324502198122,0,1,0.0,1,0.9960341763185284,0.0002231430610623505,0.0037426806204091546,HIGH,0.9960341763185284,0.0019073493402464701,0.024347072291567035,0.0,1.0,0.0,0.95,verification_risk,ABSTAIN,EXECUTE,ASK_HUMAN,EXECUTE,ASK_HUMAN,ABSTAIN,ABSTAIN
circuit_003478,LOW,distribution_shift,logistics_optimization,0.6130894028233547,0,0,0.0,1,3.264533968555451e-05,0.9996397579989906,0.0003275966613239199,LOW,0.9996397579989906,0.9997871764965864,0.0030274042560689916,0.1335348009798223,0.45,0.8589781746031746,0.7199972459837851,reliability_risk,ABSTAIN,EXECUTE,ASK_HUMAN,ABSTAIN,EXECUTE,ASK_HUMAN,ABSTAIN
circuit_003488,MEDIUM,clean,financial_optimization,0.7900229250289276,0,0,0.0,0,0.009981791774378199,0.409005389351912,0.5810128188737098,MEDIUM,0.5810128188737098,0.6704611578450814,0.6618601095776526,0.16333372473058216,0.0,0.7143518518518519,0.6093174427608563,reliability_risk,ASK_HUMAN,EXECUTE,ASK_HUMAN,ASK_HUMAN,ASK_HUMAN,EXECUTE,ASK_HUMAN
circuit_003498,LOW,ambiguous_goal,education_demo,0.3640382649540474,1,0,0.0,1,0.27065061412431884,0.6468074366005112,0.0825419492751699,LOW,0.6468074366005112,0.6839513137743377,0.7659075320058377,0.4555649001717569,0.6,0.41146494708994713,0.6722199637342032,reliability_risk,ABSTAIN,EXECUTE,ASK_HUMAN,ASK_HUMAN,EXECUTE,ASK_HUMAN,ASK_HUMAN
circuit_003527,MEDIUM,clean,materials_discovery,0.7933357118076663,0,0,0.0,0,0.013898123577567074,0.11971303720699024,0.8663888392154427,MEDIUM,0.8663888392154427,0.5095880148539395,0.39849996646586194,0.0,0.0,0.530109126984127,0.4538103763408246,reliability_risk,ASK_HUMAN,EXECUTE,ASK_HUMAN,EXECUTE,ASK_HUMAN,EXECUTE,SELF_REPAIR
circuit_003535,MEDIUM,clean,financial_optimization,0.859377557352277,0,0,0.0,0,0.6436008403643289,0.00503020789610025,0.3513689517395709,HIGH,0.6436008403643289,0.16314623617890717,0.6169095530655944,0.0,0.0,0.0,0.29893164764852104,workflow_criticality,ASK_HUMAN,EXECUTE,ASK_HUMAN,ASK_HUMAN,ASK_HUMAN,EXECUTE,SELF_REPAIR
circuit_003541,MEDIUM,clean,education_demo,0.3851063425546152,0,0,0.0,0,0.25457187231542927,0.018002788895944,0.7274253387886268,MEDIUM,0.7274253387886268,0.34534419135082606,0.5935835035224166,0.04494913596001837,0.0,0.0,0.3016258377001499,reliability_risk,SELF_REPAIR,EXECUTE,ASK_HUMAN,EXECUTE,EXECUTE,EXECUTE,SELF_REPAIR
circuit_003543,LOW,clean,logistics_optimization,0.6277461178071472,0,0,0.0,0,0.0006767866326645623,0.7767221628806574,0.22260105048667803,LOW,0.7767221628806574,0.8768926355996626,0.48754755522855664,0.003766473881636645,0.0,0.05000000000000001,0.5739760143599243,reliability_risk,ABSTAIN,EXECUTE,ASK_HUMAN,ABSTAIN,EXECUTE,EXECUTE,ABSTAIN
circuit_003553,LOW,metadata_missing,health_research,0.9904405471833,0,0,0.21428571428571427,1,0.3433908549468605,0.016139586699175038,0.6404695583539645,MEDIUM,0.6404695583539645,0.30435088795845905,0.6544701255931294,0.0,0.6428571428571428,0.13020833333333334,0.6006087581747154,workflow_criticality,ABSTAIN,EXECUTE,ASK_HUMAN,ASK_HUMAN,ASK_HUMAN,ASK_HUMAN,ASK_HUMAN
circuit_003554,LOW,ambiguous_goal,financial_optimization,0.8301783415360066,1,0,0.0,1,2.3194079168801643e-05,0.9997657588066684,0.00021104711416272348,LOW,0.9997657588066684,0.9998607300080417,0.0020643445635918994,0.0,0.6,0.3909821428571429,0.7968305778076696,reliability_risk,ABSTAIN,EXECUTE,ASK_HUMAN,ABSTAIN,ASK_HUMAN,ASK_HUMAN,ABSTAIN
circuit_003557,MEDIUM,clean,health_research,0.8984024138152752,0,0,0.0,0,0.0008071344471012068,0.6051530489882736,0.39403981656462517,LOW,0.6051530489882736,0.7824709664423549,0.615933021004696,0.16303807378934088,0.0,0.35668650793650797,0.664497190589006,reliability_risk,ASK_HUMAN,EXECUTE,ASK_HUMAN,ASK_HUMAN,ASK_HUMAN,EXECUTE,ASK_HUMAN
circuit_003579,LOW,distribution_shift,cryptographic_analysis,0.8936259924720811,0,0,0.0,1,1.4448127850723883e-05,0.9998250877117814,0.00016046416036776055,LOW,0.9998250877117814,0.9998972965839469,0.0015819653324568716,0.1178227847520944,0.45,0.7759788359788359,0.8174146551599096,reliability_risk,ABSTAIN,EXECUTE,ASK_HUMAN,ABSTAIN,ASK_HUMAN,ASK_HUMAN,ABSTAIN
circuit_003582,LOW,metadata_missing,cryptographic_analysis,0.8717156942316403,0,0,0.21428571428571427,1,0.00018741868152480907,0.9628249472955177,0.036987634022957384,LOW,0.9628249472955177,0.9794693826058485,0.14567320311408616,0.0,0.6428571428571428,0.05000000000000001,0.8189007139401862,reliability_risk,ABSTAIN,EXECUTE,ASK_HUMAN,ABSTAIN,ASK_HUMAN,ASK_HUMAN,ABSTAIN
circuit_003591,MEDIUM,clean,education_demo,0.36703828761282464,0,0,0.0,0,0.019615757024196556,0.015050089764850571,0.9653341532109528,MEDIUM,0.9653341532109528,0.44945045870977934,0.15868337537617547,0.3592715900679867,0.0,0.5574867724867725,0.3418471196217789,reliability_risk,SELF_REPAIR,EXECUTE,ASK_HUMAN,EXECUTE,EXECUTE,EXECUTE,SELF_REPAIR
circuit_003602,LOW,clean,cryptographic_analysis,0.9258614351849013,0,0,0.0,0,0.00034176206164163864,0.9900334868686341,0.00962475106972417,LOW,0.9900334868686341,0.99436462485001,0.052189617525001265,0.24042787677503152,0.0,0.2884259259259259,0.6915389143460313,reliability_risk,ABSTAIN,EXECUTE,ASK_HUMAN,ABSTAIN,ASK_HUMAN,EXECUTE,ABSTAIN
circuit_003606,LOW,metadata_missing,health_research,0.9296040505089069,0,0,0.21428571428571427,1,0.0010445989799240045,0.5650748786747638,0.43388052234531227,LOW,0.5650748786747638,0.7603211137301543,0.6298832797957907,0.0,0.6428571428571428,0.03333333333333333,0.8097861470019199,reliability_risk,ABSTAIN,EXECUTE,ASK_HUMAN,ASK_HUMAN,ASK_HUMAN,ASK_HUMAN,ABSTAIN
circuit_003633,MEDIUM,clean,education_demo,0.23064253100431026,0,0,0.0,0,0.00658269404263631,0.05407021640629073,0.9393470895510729,MEDIUM,0.9393470895510729,0.47677640670427357,0.2271869861562843,0.0,0.0,0.6292724867724867,0.29302709331974813,reliability_risk,SELF_REPAIR,EXECUTE,ASK_HUMAN,EXECUTE,EXECUTE,EXECUTE,SELF_REPAIR
circuit_003636,LOW,clean,materials_discovery,0.7669006303091028,0,0,0.0,0,0.0001579251085523142,0.9972710671388612,0.0025710077525865076,LOW,0.9972710671388612,0.9984280206275251,0.017694760182514205,0.21208310974505662,0.0,0.24074074074074078,0.6319953612028997,reliability_risk,ABSTAIN,EXECUTE,ASK_HUMAN,ABSTAIN,ASK_HUMAN,EXECUTE,ABSTAIN
circuit_003640,LOW,clean,logistics_optimization,0.6943935457703837,0,0,0.0,0,0.0005587347857199302,0.9041041241964097,0.09533714101787025,LOW,0.9041041241964097,0.9470058376544513,0.29073271914293164,0.012048046148026681,0.0,0.1094047619047619,0.5976453515623782,reliability_risk,ABSTAIN,EXECUTE,ASK_HUMAN,ABSTAIN,EXECUTE,EXECUTE,ABSTAIN
circuit_003664,MEDIUM,ambiguous_goal,materials_discovery,0.7647040950617376,1,0,0.0,1,0.006812848896161164,0.03410830628502333,0.9590788448188156,MEDIUM,0.9590788448188156,0.4656937864534903,0.17229583497526035,0.04123114777651682,0.6,0.5053736772486772,0.5517134935918379,reliability_risk,ASK_HUMAN,EXECUTE,ASK_HUMAN,EXECUTE,ASK_HUMAN,ASK_HUMAN,ASK_HUMAN
circuit_003665,LOW,metadata_missing,education_demo,0.3460948184270417,0,0,0.21428571428571427,1,2.8886810302273712e-05,0.9989696225832903,0.0010014906064075412,LOW,0.9989696225832903,0.9994202933561737,0.007507958314662603,0.0,0.6428571428571428,0.27767857142857144,0.6089931260780128,reliability_risk,ABSTAIN,EXECUTE,ASK_HUMAN,ABSTAIN,EXECUTE,ASK_HUMAN,ABSTAIN
circuit_003668,LOW,metadata_missing,cryptographic_analysis,0.8986127485823677,0,0,0.21428571428571427,1,4.1654304958415004e-05,0.9975646156036261,0.0023937300914153572,LOW,0.9975646156036261,0.998641794144763,0.015745749315175195,0.0,0.6428571428571428,0.4185251322751324,0.839395465363436,reliability_risk,ABSTAIN,EXECUTE,ASK_HUMAN,ABSTAIN,ASK_HUMAN,ASK_HUMAN,ABSTAIN
circuit_003669,MEDIUM,ambiguous_goal,education_demo,0.33000421480912695,1,0,0.0,1,0.019615757024196556,0.015050089764850571,0.9653341532109528,MEDIUM,0.9653341532109528,0.44945045870977934,0.15868337537617547,0.3592715900679867,0.6,0.5574867724867725,0.4577569476195525,reliability_risk,ASK_HUMAN,EXECUTE,ASK_HUMAN,EXECUTE,EXECUTE,ASK_HUMAN,SELF_REPAIR
circuit_003675,LOW,ambiguous_goal,logistics_optimization,0.7042447462656224,1,0,0.0,1,0.0002636642711195603,0.9855125380781067,0.014223797650773697,LOW,0.9855125380781067,0.9919132470209548,0.07013060142846082,0.2408078298770695,0.6,0.23263888888888887,0.7768025103522088,reliability_risk,ABSTAIN,EXECUTE,ASK_HUMAN,ABSTAIN,ASK_HUMAN,ASK_HUMAN,ABSTAIN
circuit_003681,LOW,ambiguous_goal,financial_optimization,0.7951406507996185,1,0,0.0,1,0.00014671509138510194,0.9939117232776074,0.005941561631007662,LOW,0.9939117232776074,0.9965854260115607,0.03442517423388609,0.0,0.6,0.11666666666666665,0.7704538831538498,reliability_risk,ABSTAIN,EXECUTE,ASK_HUMAN,ABSTAIN,ASK_HUMAN,ASK_HUMAN,ABSTAIN
circuit_003683,LOW,distribution_shift,materials_discovery,0.7441156133764455,0,0,0.0,1,1.6705694705672688e-05,0.9998955327563718,8.776154892258737e-05,LOW,0.9998955327563718,0.999935025453387,0.001008537010821358,0.6374557175559465,0.45,1.0,0.8425643745287831,reliability_risk,ABSTAIN,EXECUTE,ASK_HUMAN,ABSTAIN,ASK_HUMAN,ASK_HUMAN,ABSTAIN
circuit_003707,HIGH,clean,logistics_optimization,0.7152538621402416,0,0,0.0,0,0.9642909222131124,0.00046126925118570195,0.0352478085357019,HIGH,0.9642909222131124,0.016322783092251554,0.14247370046528543,0.004825151212155099,0.0,0.0,0.125645262953768,workflow_criticality,EXECUTE,EXECUTE,ASK_HUMAN,EXECUTE,ASK_HUMAN,EXECUTE,EXECUTE
circuit_003739,HIGH,clean,cryptographic_analysis,0.8835133799391545,0,0,0.0,0,0.9209057653241308,0.0015557358806043199,0.07753849879526493,HIGH,0.9209057653241308,0.036448060338473545,0.25869356196587995,0.0,0.0,0.13020833333333334,0.18520038886149218,workflow_criticality,EXECUTE,EXECUTE,ASK_HUMAN,EXECUTE,ASK_HUMAN,EXECUTE,EXECUTE
circuit_003741,LOW,ambiguous_goal,education_demo,0.268559895081415,1,0,0.0,1,0.0002283370479868718,0.9945385144135865,0.005233148538426612,LOW,0.9945385144135865,0.9968934312558785,0.03172134487246363,0.007518761437772303,0.6,0.13333333333333333,0.564945193257187,reliability_risk,ABSTAIN,EXECUTE,ASK_HUMAN,ABSTAIN,EXECUTE,ASK_HUMAN,ABSTAIN
circuit_003743,LOW,clean,health_research,0.9773650456174264,0,0,0.0,0,0.00018249363401263416,0.8833006736439832,0.11651683272200397,LOW,0.8833006736439832,0.935733248368885,0.32919530584881485,0.011113637494673756,0.0,0.03333333333333333,0.678591602143985,reliability_risk,ABSTAIN,EXECUTE,ASK_HUMAN,ABSTAIN,ASK_HUMAN,EXECUTE,ABSTAIN
circuit_003749,MEDIUM,clean,cryptographic_analysis,0.9733879453842539,0,0,0.0,0,0.5189765429350591,0.009353674796011572,0.47166978226892936,HIGH,0.5189765429350591,0.2216050768170298,0.6722515166026498,0.04817894911523013,0.0,0.0,0.3634756188670805,workflow_criticality,ASK_HUMAN,EXECUTE,ASK_HUMAN,ASK_HUMAN,ASK_HUMAN,EXECUTE,ASK_HUMAN
circuit_003756,LOW,metadata_missing,health_research,0.9685202632494544,0,0,0.21428571428571427,1,1.6161106583374996e-05,0.9998633920957345,0.00012044679768220614,LOW,0.9998633920957345,0.9999175931546915,0.0012760196081078156,0.021977127515399486,0.6428571428571428,0.46955357142857146,0.871469203671249,reliability_risk,ABSTAIN,EXECUTE,ASK_HUMAN,ABSTAIN,ASK_HUMAN,ASK_HUMAN,ABSTAIN
circuit_003771,MEDIUM,clean,materials_discovery,0.7482920415274402,0,0,0.0,0,0.0015273820092990553,0.625069772774995,0.373402845215706,LOW,0.625069772774995,0.7931010531220627,0.6111867899875382,0.0,0.0,0.03333333333333333,0.5875899054012594,reliability_risk,ASK_HUMAN,EXECUTE,ASK_HUMAN,ASK_HUMAN,ASK_HUMAN,EXECUTE,ASK_HUMAN
circuit_003777,MEDIUM,clean,materials_discovery,0.7513682590057723,0,0,0.0,0,0.15282296929881645,0.18726993007403056,0.6599071006271529,MEDIUM,0.6599071006271529,0.4842281253562494,0.7965357872603303,0.003766473881636645,0.0,0.0,0.4685484988162063,reliability_risk,ASK_HUMAN,EXECUTE,ASK_HUMAN,ASK_HUMAN,ASK_HUMAN,EXECUTE,ASK_HUMAN
circuit_003780,LOW,clean,education_demo,0.37010654191009845,0,0,0.0,0,2.140305910806083e-05,0.9998080174372324,0.000170579503659458,LOW,0.9998080174372324,0.9998847782138791,0.001731356767594992,0.05801063645467208,0.0,0.5191005291005291,0.503666769521992,reliability_risk,ABSTAIN,EXECUTE,ASK_HUMAN,ABSTAIN,EXECUTE,EXECUTE,ABSTAIN
circuit_003806,MEDIUM,clean,health_research,0.902859906481738,0,0,0.0,0,0.0017060084148232421,0.3945526692807008,0.603741322304476,MEDIUM,0.603741322304476,0.666236264317715,0.6212036937500554,0.0,0.0,0.0719047619047619,0.5687466360390154,reliability_risk,ASK_HUMAN,EXECUTE,ASK_HUMAN,ASK_HUMAN,ASK_HUMAN,EXECUTE,ASK_HUMAN
circuit_003812,HIGH,tool_failure,logistics_optimization,0.6656577043768223,0,1,0.0,1,0.9699881372651451,0.0006030681979242691,0.029408794536930554,HIGH,0.9699881372651451,0.013837025739543018,0.12537339182437368,0.0,1.0,0.0,0.95,verification_risk,ABSTAIN,EXECUTE,ASK_HUMAN,EXECUTE,EXECUTE,ABSTAIN,ABSTAIN
circuit_003844,LOW,distribution_shift,education_demo,0.277229103896807,0,0,0.0,1,2.758385757924215e-05,0.9998632026246828,0.00010921351773805077,LOW,0.9998632026246828,0.9999123487076649,0.0012949420499583082,0.4129454365487425,0.45,0.9827380952380952,0.6382387365072455,reliability_risk,ABSTAIN,EXECUTE,ASK_HUMAN,ABSTAIN,EXECUTE,ASK_HUMAN,ABSTAIN
circuit_003856,LOW,distribution_shift,health_research,0.9412570876823189,0,0,0.0,1,2.0729498961564222e-05,0.9998373556997431,0.0001419148012954256,LOW,0.9998373556997431,0.999901217360326,0.001496053179947371,0.392982906349847,0.45,1.0,0.8843796902729383,reliability_risk,ABSTAIN,EXECUTE,ASK_HUMAN,ABSTAIN,ASK_HUMAN,ASK_HUMAN,ABSTAIN
circuit_003857,MEDIUM,clean,cryptographic_analysis,0.9757840400747683,0,0,0.0,0,0.17953469780404002,0.00852880752459965,0.8119364946713602,MEDIUM,0.8119364946713602,0.37390023012671175,0.47161101107672254,0.10831237728607257,0.0,0.14606481481481481,0.42640763345801724,reliability_risk,ASK_HUMAN,EXECUTE,ASK_HUMAN,EXECUTE,ASK_HUMAN,EXECUTE,ASK_HUMAN
circuit_003867,LOW,clean,health_research,0.9724848937261072,0,0,0.0,0,1.5744780003869166e-05,0.9998972896983281,8.69655216679386e-05,LOW,0.9998972896983281,0.9999364241830787,0.0009921189772795545,0.0450493078544697,0.0,0.7777777777777778,0.7041286736591749,reliability_risk,ABSTAIN,EXECUTE,ASK_HUMAN,ABSTAIN,ASK_HUMAN,EXECUTE,ABSTAIN
circuit_003906,LOW,clean,health_research,0.929958532197134,0,0,0.0,0,1.861265571433863e-05,0.9997798418395658,0.00020154550471978154,LOW,0.9997798418395658,0.9998705373166897,0.0019460071282789866,0.012015146767292428,0.0,0.6696593915343915,0.6802925157387217,reliability_risk,ABSTAIN,EXECUTE,ASK_HUMAN,ABSTAIN,ASK_HUMAN,EXECUTE,ABSTAIN
circuit_003909,LOW,clean,health_research,0.9162724059749053,0,0,0.0,0,0.0009029576934748812,0.7894956695630249,0.2096013727435002,LOW,0.7894956695630249,0.8838162872976,0.4737318886003898,0.20064983621503218,0.0,0.19409722222222223,0.6924828121146078,reliability_risk,ABSTAIN,EXECUTE,ASK_HUMAN,ABSTAIN,ASK_HUMAN,EXECUTE,ABSTAIN
circuit_003912,MEDIUM,metadata_missing,education_demo,0.2563206015201001,0,0,0.21428571428571427,1,0.16878380918521482,0.05435396962736928,0.776862221187416,MEDIUM,0.776862221187416,0.4039419691617065,0.5959635081967397,0.0,0.6428571428571428,0.0,0.42057811752426155,reliability_risk,ASK_HUMAN,EXECUTE,ASK_HUMAN,EXECUTE,EXECUTE,ASK_HUMAN,SELF_REPAIR
circuit_003919,HIGH,clean,logistics_optimization,0.6751628395438249,0,0,0.0,0,0.9950646972995901,0.000338599916029816,0.004596702784380065,HIGH,0.9950646972995901,0.002407116169000845,0.02946455128687002,0.0,0.0,0.13541666666666666,0.10204016868841484,workflow_criticality,EXECUTE,EXECUTE,ASK_HUMAN,EXECUTE,EXECUTE,EXECUTE,EXECUTE
circuit_003933,HIGH,clean,materials_discovery,0.6714890855627643,0,0,0.0,0,0.785955119916225,0.0046878593055200875,0.20935702077825485,HIGH,0.785955119916225,0.09889851865573478,0.4931823531024085,0.0,0.0,0.0,0.2177027323340932,workflow_criticality,EXECUTE,EXECUTE,ASK_HUMAN,EXECUTE,EXECUTE,EXECUTE,EXECUTE
circuit_003935,LOW,ambiguous_goal,financial_optimization,0.8026113421587668,1,0,0.0,1,5.57370027930792e-05,0.9997416217781937,0.00020264121901318838,LOW,0.9997416217781937,0.9998328103267496,0.0023006816728593847,0.20271262185334193,0.6,0.34629629629629627,0.8096677330289672,reliability_risk,ABSTAIN,EXECUTE,ASK_HUMAN,ABSTAIN,ASK_HUMAN,ASK_HUMAN,ABSTAIN
circuit_003943,HIGH,clean,financial_optimization,0.8755040182720473,0,0,0.0,0,0.45624164622999225,0.011942841943784454,0.5318155118262232,MEDIUM,0.5318155118262232,0.2512598222655849,0.679698960852774,0.0,0.0,0.11026785714285715,0.36351757206615504,predictive_uncertainty,EXECUTE,EXECUTE,ASK_HUMAN,ASK_HUMAN,ASK_HUMAN,EXECUTE,ASK_HUMAN
circuit_003953,MEDIUM,metadata_missing,cryptographic_analysis,0.9390294918449337,0,0,0.21428571428571427,1,0.0067225835666762926,0.5205437260245778,0.472733690408746,LOW,0.5205437260245778,0.7332738867085135,0.6623488271889636,0.09383095980826861,0.6428571428571428,0.09895833333333333,0.8207661617476365,reliability_risk,ASK_HUMAN,EXECUTE,ASK_HUMAN,ASK_HUMAN,ASK_HUMAN,ASK_HUMAN,ABSTAIN
circuit_003955,LOW,tool_failure,health_research,0.9042716475977877,0,1,0.0,1,4.254291863883037e-05,0.9992680597874982,0.0006893972938629652,LOW,0.9992680597874982,0.9995782885697365,0.005623883178558976,0.3265975972178461,1.0,0.6611904761904762,0.9997911772643417,reliability_risk,ABSTAIN,EXECUTE,ASK_HUMAN,ABSTAIN,ASK_HUMAN,ABSTAIN,ABSTAIN
